PRISM Time Series Data,,,,,,,,
Locations: 24,,,,,,,,
"Climate variables: ppt,tmin,tmean,tmax",,,,,,,,
ic2,-119.0151,37.6887,8264,2015-06,0.76,41.8,57.1,72.4
ic2,-119.0151,37.6887,8264,2015-07,1.83,42.4,56.9,71.3
ic2,-119.0151,37.6887,8264,2015-08,0.24,44.2,60.3,76.4
ic2,-119.0151,37.6887,8264,2015-09,0.46,39.5,55.3,71.2
ic2,-119.0151,37.6887,8264,2015-10,1.41,33.1,46.4,59.6
ic2,-119.0151,37.6887,8264,2015-11,3.34,15.4,29.5,43.6
ic2,-119.0151,37.6887,8264,2015-12,5.58,13.9,26.1,38.3
ic2,-119.0151,37.6887,8264,2016-01,5.49,13.9,27.3,40.6
ic2,-119.0151,37.6887,8264,2016-02,1.68,17.7,34,50.4
ic2,-119.0151,37.6887,8264,2016-03,4.13,23.7,36.4,49.2
ic2,-119.0151,37.6887,8264,2016-04,1.5,25.9,39.6,53.2
ic2,-119.0151,37.6887,8264,2016-05,0.98,30,43.3,56.6
ic2,-119.0151,37.6887,8264,2016-06,1.5,41.3,56.6,72
ic2,-119.0151,37.6887,8264,2016-07,0.06,44.4,61.2,78
ic2,-119.0151,37.6887,8264,2016-08,0.07,44.7,61.1,77.4
ic2,-119.0151,37.6887,8264,2016-09,0.12,35.1,52.3,69.4
ic2,-119.0151,37.6887,8264,2016-10,6.32,32,44.9,57.9
ic2,-119.0151,37.6887,8264,2016-11,1.88,23.3,37.2,51.1
ic2,-119.0151,37.6887,8264,2016-12,5.4,16.7,29.2,41.8
ic2,-119.0151,37.6887,8264,2017-01,18.76,14.1,25.2,36.3
ic2,-119.0151,37.6887,8264,2017-02,11.17,18.4,29.2,40
ic2,-119.0151,37.6887,8264,2017-03,2.78,20.6,35,49.4
ic2,-119.0151,37.6887,8264,2017-04,6.14,23.5,36.8,50
ic2,-119.0151,37.6887,8264,2017-05,0.64,29.9,45.2,60.5
ic2,-119.0151,37.6887,8264,2017-06,0.19,39.4,55.4,71.3
ic2,-119.0151,37.6887,8264,2017-07,0.1,48.6,63.8,79
ic2,-119.0151,37.6887,8264,2017-08,0.66,42.2,59,75.8
ic2,-119.0151,37.6887,8264,2017-09,0.86,35.9,50.7,65.5
ic2,-119.0151,37.6887,8264,2017-10,0.23,27.1,44.9,62.7
ic2,-119.0151,37.6887,8264,2017-11,4.38,26.2,39,51.7
ic2,-119.0151,37.6887,8264,2017-12,0.19,18,33.6,49.2
ic2,-119.0151,37.6887,8264,2018-01,2.25,21.2,33.9,46.6
ic2,-119.0151,37.6887,8264,2018-02,0.74,13.1,27.7,42.4
ic2,-119.0151,37.6887,8264,2018-03,10.04,15.7,28.2,40.7
ic2,-119.0151,37.6887,8264,2018-04,2.06,26,40.1,54.3
ic2,-119.0151,37.6887,8264,2018-05,1.25,31.9,45.2,58.4
ic2,-119.0151,37.6887,8264,2018-06,0,37.8,55.5,73.1
ic2,-119.0151,37.6887,8264,2018-07,0.86,46.9,63,79
ic2,-119.0151,37.6887,8264,2018-08,0,45.8,61.7,77.6
ic2,-119.0151,37.6887,8264,2018-09,0.01,37.2,54.3,71.4
ic2,-119.0151,37.6887,8264,2018-10,0.75,28.4,42.6,56.8
ic2,-119.0151,37.6887,8264,2018-11,4.53,23.5,37.7,51.8
ic2,-119.0151,37.6887,8264,2018-12,1.21,17,28.8,40.5
,,,,,,,,
ic3,-119.0133,37.6894,8264,2011-01,1.31,13.5,29.9,46.3
ic3,-119.0133,37.6894,8264,2011-02,3.95,10,24.4,38.8
ic3,-119.0133,37.6894,8264,2011-03,8.06,19.2,30.4,41.5
ic3,-119.0133,37.6894,8264,2011-04,1.66,22.5,36.2,49.9
ic3,-119.0133,37.6894,8264,2011-05,1.57,26.5,39.4,52.3
ic3,-119.0133,37.6894,8264,2011-06,1.85,36,49.9,63.8
ic3,-119.0133,37.6894,8264,2011-07,0.17,38.1,56.2,74.4
ic3,-119.0133,37.6894,8264,2011-08,0.46,40,58.3,76.7
ic3,-119.0133,37.6894,8264,2011-09,0.62,36.1,53.7,71.2
ic3,-119.0133,37.6894,8264,2011-10,1.36,29.9,45.3,60.6
ic3,-119.0133,37.6894,8264,2011-11,1.36,19,32.5,46.1
ic3,-119.0133,37.6894,8264,2011-12,0,12.5,27.1,41.8
ic3,-119.0133,37.6894,8264,2012-01,4.15,18,33.5,49.1
ic3,-119.0133,37.6894,8264,2012-02,0.84,14.2,29.5,44.9
ic3,-119.0133,37.6894,8264,2012-03,3.96,21.2,33.2,45.2
ic3,-119.0133,37.6894,8264,2012-04,1.14,23.7,38.3,52.8
ic3,-119.0133,37.6894,8264,2012-05,0,30.3,46.6,62.9
ic3,-119.0133,37.6894,8264,2012-06,0.27,38.4,54.8,71.2
ic3,-119.0133,37.6894,8264,2012-07,0.18,39.8,58.1,76.5
ic3,-119.0133,37.6894,8264,2012-08,1.13,42.6,60.3,78
ic3,-119.0133,37.6894,8264,2012-09,0,36.1,54.5,72.8
ic3,-119.0133,37.6894,8264,2012-10,1,30.6,46.3,62
ic3,-119.0133,37.6894,8264,2012-11,2.12,23.6,37,50.4
ic3,-119.0133,37.6894,8264,2012-12,7,14.7,26.1,37.5
ic3,-119.0133,37.6894,8264,2013-01,1.05,8.4,24.5,40.6
ic3,-119.0133,37.6894,8264,2013-02,0.43,15.5,29.9,44.2
ic3,-119.0133,37.6894,8264,2013-03,1.03,22.5,37.4,52.4
ic3,-119.0133,37.6894,8264,2013-04,0.9,25.6,40.1,54.7
ic3,-119.0133,37.6894,8264,2013-05,0.26,31.2,45.8,60.5
ic3,-119.0133,37.6894,8264,2013-06,0.08,39.9,56,72
ic3,-119.0133,37.6894,8264,2013-07,0.38,47.3,62.6,77.9
ic3,-119.0133,37.6894,8264,2013-08,0.86,41,57.6,74.2
ic3,-119.0133,37.6894,8264,2013-09,0.44,38.8,53.3,67.9
ic3,-119.0133,37.6894,8264,2013-10,0.87,24.6,41.4,58.1
ic3,-119.0133,37.6894,8264,2013-11,0.33,22.3,36.3,50.3
ic3,-119.0133,37.6894,8264,2013-12,1.02,15.5,30.5,45.5
ic3,-119.0133,37.6894,8264,2014-01,1.24,19.7,35.4,51.1
ic3,-119.0133,37.6894,8264,2014-02,2.8,20.7,33.4,46
ic3,-119.0133,37.6894,8264,2014-03,2.44,20.6,34.4,48
ic3,-119.0133,37.6894,8264,2014-04,0.49,24.5,39,53.3
ic3,-119.0133,37.6894,8264,2014-05,0.66,30.4,45.6,60.8
ic3,-119.0133,37.6894,8264,2014-06,0.07,42.1,54.5,70.7
ic3,-119.0133,37.6894,8264,2014-07,1.25,47.1,60,77.4
ic3,-119.0133,37.6894,8264,2014-08,1.73,40,56.2,72.8
ic3,-119.0133,37.6894,8264,2014-09,0.31,36.7,53.5,70.8
ic3,-119.0133,37.6894,8264,2014-10,0,32.5,49,65.5
ic3,-119.0133,37.6894,8264,2014-11,0.79,23.9,38.8,53.1
ic3,-119.0133,37.6894,8264,2014-12,2.11,20.7,31,41.3
ic3,-119.0133,37.6894,8264,2015-01,0.17,19.7,34.5,49.3
ic3,-119.0133,37.6894,8264,2015-02,2.88,23.6,37.7,51.7
ic3,-119.0133,37.6894,8264,2015-03,0.43,22.4,38.2,54
ic3,-119.0133,37.6894,8264,2015-04,1.3,22.8,37.5,52.3
ic3,-119.0133,37.6894,8264,2015-05,2.22,30.8,43,55.2
ic3,-119.0133,37.6894,8264,2015-06,0.76,41.8,57.1,72.4
ic3,-119.0133,37.6894,8264,2015-07,1.83,42.4,56.9,71.3
ic3,-119.0133,37.6894,8264,2015-08,0.24,44.2,60.3,76.4
ic3,-119.0133,37.6894,8264,2015-09,0.46,39.5,55.3,71.2
ic3,-119.0133,37.6894,8264,2015-10,1.41,33.1,46.4,59.6
ic3,-119.0133,37.6894,8264,2015-11,3.34,15.4,29.5,43.6
ic3,-119.0133,37.6894,8264,2015-12,5.58,13.9,26.1,38.3
ic3,-119.0133,37.6894,8264,2016-01,5.49,13.9,27.3,40.6
ic3,-119.0133,37.6894,8264,2016-02,1.68,17.7,34,50.4
ic3,-119.0133,37.6894,8264,2016-03,4.13,23.7,36.4,49.2
ic3,-119.0133,37.6894,8264,2016-04,1.5,25.9,39.6,53.2
ic3,-119.0133,37.6894,8264,2016-05,0.98,30,43.3,56.6
ic3,-119.0133,37.6894,8264,2016-06,1.5,41.3,56.6,72
ic3,-119.0133,37.6894,8264,2016-07,0.06,44.4,61.2,78
ic3,-119.0133,37.6894,8264,2016-08,0.07,44.7,61.1,77.4
ic3,-119.0133,37.6894,8264,2016-09,0.12,35.1,52.3,69.4
ic3,-119.0133,37.6894,8264,2016-10,6.32,32,44.9,57.9
ic3,-119.0133,37.6894,8264,2016-11,1.88,23.3,37.2,51.1
ic3,-119.0133,37.6894,8264,2016-12,5.4,16.7,29.2,41.8
ic3,-119.0133,37.6894,8264,2017-01,18.76,14.1,25.2,36.3
ic3,-119.0133,37.6894,8264,2017-02,11.17,18.4,29.2,40
ic3,-119.0133,37.6894,8264,2017-03,2.78,20.6,35,49.4
ic3,-119.0133,37.6894,8264,2017-04,6.14,23.5,36.8,50
ic3,-119.0133,37.6894,8264,2017-05,0.64,29.9,45.2,60.5
ic3,-119.0133,37.6894,8264,2017-06,0.19,39.4,55.4,71.3
ic3,-119.0133,37.6894,8264,2017-07,0.1,48.6,63.8,79
ic3,-119.0133,37.6894,8264,2017-08,0.66,42.2,59,75.8
ic3,-119.0133,37.6894,8264,2017-09,0.86,35.9,50.7,65.5
ic3,-119.0133,37.6894,8264,2017-10,0.23,27.1,44.9,62.7
ic3,-119.0133,37.6894,8264,2017-11,4.38,26.2,39,51.7
ic3,-119.0133,37.6894,8264,2017-12,0.19,18,33.6,49.2
ic3,-119.0133,37.6894,8264,2018-01,2.25,21.2,33.9,46.6
ic3,-119.0133,37.6894,8264,2018-02,0.74,13.1,27.7,42.4
ic3,-119.0133,37.6894,8264,2018-03,10.04,15.7,28.2,40.7
ic3,-119.0133,37.6894,8264,2018-04,2.06,26,40.1,54.3
ic3,-119.0133,37.6894,8264,2018-05,1.25,31.9,45.2,58.4
ic3,-119.0133,37.6894,8264,2018-06,0,37.8,55.5,73.1
ic3,-119.0133,37.6894,8264,2018-07,0.86,46.9,63,79
ic3,-119.0133,37.6894,8264,2018-08,0,45.8,61.7,77.6
ic3,-119.0133,37.6894,8264,2018-09,0.01,37.2,54.3,71.4
ic3,-119.0133,37.6894,8264,2018-10,0.75,28.4,42.6,56.8
ic3,-119.0133,37.6894,8264,2018-11,4.53,23.5,37.7,51.8
ic3,-119.0133,37.6894,8264,2018-12,1.21,17,28.8,40.5
,,,,,,,,
pr1,-118.8154,36.6186,7159,2011-01,3.46,26.9,36.6,46.3
pr1,-118.8154,36.6186,7159,2011-02,7.66,21.6,30.8,40
pr1,-118.8154,36.6186,7159,2011-03,13.86,24.8,33.3,41.9
pr1,-118.8154,36.6186,7159,2011-04,2.51,29.9,39.1,48.2
pr1,-118.8154,36.6186,7159,2011-05,3.17,32.8,41.7,50.5
pr1,-118.8154,36.6186,7159,2011-06,1.03,42.9,52.4,62
pr1,-118.8154,36.6186,7159,2011-07,0.99,54,63.1,72.2
pr1,-118.8154,36.6186,7159,2011-08,0.12,56.1,65.6,75
pr1,-118.8154,36.6186,7159,2011-09,0.69,53.2,62.3,71.4
pr1,-118.8154,36.6186,7159,2011-10,3.38,44.6,52.4,60.2
pr1,-118.8154,36.6186,7159,2011-11,2.43,31.8,39.4,46.9
pr1,-118.8154,36.6186,7159,2011-12,0,30.6,37.2,43.8
pr1,-118.8154,36.6186,7159,2012-01,7.2,30.3,40.4,50.5
pr1,-118.8154,36.6186,7159,2012-02,2,25.4,34.5,43.6
pr1,-118.8154,36.6186,7159,2012-03,6.06,26.7,36.6,46.5
pr1,-118.8154,36.6186,7159,2012-04,6.81,32.6,41.8,51
pr1,-118.8154,36.6186,7159,2012-05,0.14,41,51.2,61.5
pr1,-118.8154,36.6186,7159,2012-06,0.14,47,57.8,68.6
pr1,-118.8154,36.6186,7159,2012-07,0.02,54.5,64.5,74.4
pr1,-118.8154,36.6186,7159,2012-08,0.08,58,68.6,79.1
pr1,-118.8154,36.6186,7159,2012-09,0,53.1,63.2,73.3
pr1,-118.8154,36.6186,7159,2012-10,0.89,44.4,51.7,59
pr1,-118.8154,36.6186,7159,2012-11,3.19,35.9,43.4,50.9
pr1,-118.8154,36.6186,7159,2012-12,10.99,25.5,32.3,39.1
pr1,-118.8154,36.6186,7159,2013-01,2.34,19,29.6,40.3
pr1,-118.8154,36.6186,7159,2013-02,1.06,21.6,31.7,41.8
pr1,-118.8154,36.6186,7159,2013-03,1.14,31,40.9,50.8
pr1,-118.8154,36.6186,7159,2013-04,1.02,34.4,44.1,53.9
pr1,-118.8154,36.6186,7159,2013-05,1.19,41,50,59
pr1,-118.8154,36.6186,7159,2013-06,0.01,49.9,60.4,70.9
pr1,-118.8154,36.6186,7159,2013-07,0.35,57.4,67.8,78.2
pr1,-118.8154,36.6186,7159,2013-08,0.18,52.4,63.5,74.5
pr1,-118.8154,36.6186,7159,2013-09,0.19,47.8,58.2,68.6
pr1,-118.8154,36.6186,7159,2013-10,1.15,40.3,48.5,56.6
pr1,-118.8154,36.6186,7159,2013-11,0.58,35.5,43.2,50.9
pr1,-118.8154,36.6186,7159,2013-12,1.09,30.9,38.3,45.6
pr1,-118.8154,36.6186,7159,2014-01,1.26,33.2,42.9,52.9
pr1,-118.8154,36.6186,7159,2014-02,4.25,29.6,37.9,46.4
pr1,-118.8154,36.6186,7159,2014-03,4.86,31.7,40.4,49.1
pr1,-118.8154,36.6186,7159,2014-04,4.13,34.2,43.4,52.7
pr1,-118.8154,36.6186,7159,2014-05,1.17,40.4,50.1,59.7
pr1,-118.8154,36.6186,7159,2014-06,0,50.7,60.5,70.3
pr1,-118.8154,36.6186,7159,2014-07,0.2,56.8,67.3,77.8
pr1,-118.8154,36.6186,7159,2014-08,0.21,52.5,63.4,74.2
pr1,-118.8154,36.6186,7159,2014-09,0.75,51.4,61.1,70.5
pr1,-118.8154,36.6186,7159,2014-10,0,47.3,55.8,64.2
pr1,-118.8154,36.6186,7159,2014-11,2.68,36.1,44,52.1
pr1,-118.8154,36.6186,7159,2014-12,6.57,29.4,36.2,43
pr1,-118.8154,36.6186,7159,2015-01,0.22,30.3,39.6,49
pr1,-118.8154,36.6186,7159,2015-02,5.05,34.4,43.5,52.6
pr1,-118.8154,36.6186,7159,2015-03,0.51,36.5,44.5,52.5
pr1,-118.8154,36.6186,7159,2015-04,1.61,33.5,42.5,51.6
pr1,-118.8154,36.6186,7159,2015-05,1.44,35.9,44.6,53.2
pr1,-118.8154,36.6186,7159,2015-06,0.74,50.1,60.9,71.8
pr1,-118.8154,36.6186,7159,2015-07,2.2,51.3,61.4,71.5
pr1,-118.8154,36.6186,7159,2015-08,0,55.1,65.3,75.4
pr1,-118.8154,36.6186,7159,2015-09,0.13,52.1,61.4,70.8
pr1,-118.8154,36.6186,7159,2015-10,1.74,44.3,52.2,60
pr1,-118.8154,36.6186,7159,2015-11,4.97,28.6,36.9,45.1
pr1,-118.8154,36.6186,7159,2015-12,6.58,24.4,31.7,39
pr1,-118.8154,36.6186,7159,2016-01,9.19,22.4,32.2,42
pr1,-118.8154,36.6186,7159,2016-02,4.38,28.5,39.4,50.2
pr1,-118.8154,36.6186,7159,2016-03,6.46,30.5,39.2,47.9
pr1,-118.8154,36.6186,7159,2016-04,2.75,35.3,43.5,51.6
pr1,-118.8154,36.6186,7159,2016-05,1.1,39,47,55
pr1,-118.8154,36.6186,7159,2016-06,0.28,52.8,62.1,71.4
pr1,-118.8154,36.6186,7159,2016-07,0,58.1,67.6,77.1
pr1,-118.8154,36.6186,7159,2016-08,0,56.8,66.4,75.9
pr1,-118.8154,36.6186,7159,2016-09,0,48.5,58.4,68.4
pr1,-118.8154,36.6186,7159,2016-10,3.43,41.1,49.9,58.7
pr1,-118.8154,36.6186,7159,2016-11,2.08,36.5,44.1,51.7
pr1,-118.8154,36.6186,7159,2016-12,8.95,27.4,34.8,42.1
pr1,-118.8154,36.6186,7159,2017-01,28.61,21.6,29.5,37.3
pr1,-118.8154,36.6186,7159,2017-02,13.79,26.9,34.4,42
pr1,-118.8154,36.6186,7159,2017-03,4,32.4,41.3,50.3
pr1,-118.8154,36.6186,7159,2017-04,5.02,33.3,41.5,49.7
pr1,-118.8154,36.6186,7159,2017-05,0.68,41.1,50.7,60.2
pr1,-118.8154,36.6186,7159,2017-06,0.31,50.9,60.7,70.6
pr1,-118.8154,36.6186,7159,2017-07,0.02,58.9,68.8,78.7
pr1,-118.8154,36.6186,7159,2017-08,0.24,56.7,66.8,76.9
pr1,-118.8154,36.6186,7159,2017-09,0.67,47.7,57.4,67
pr1,-118.8154,36.6186,7159,2017-10,0.17,43,52.6,62.3
pr1,-118.8154,36.6186,7159,2017-11,3.72,37.7,46,54.2
pr1,-118.8154,36.6186,7159,2017-12,0.14,34.3,42.7,51.1
pr1,-118.8154,36.6186,7159,2018-01,4.27,30.1,39.7,49.4
pr1,-118.8154,36.6186,7159,2018-02,1.02,26.7,35.8,44.9
pr1,-118.8154,36.6186,7159,2018-03,15.76,25.3,34.2,43.1
pr1,-118.8154,36.6186,7159,2018-04,3.88,35.3,44.2,53.1
pr1,-118.8154,36.6186,7159,2018-05,0.63,40.5,48.6,56.7
pr1,-118.8154,36.6186,7159,2018-06,0,49.3,59.5,69.6
pr1,-118.8154,36.6186,7159,2018-07,0.65,57.2,67.6,78.1
pr1,-118.8154,36.6186,7159,2018-08,0,54.1,65.1,76
pr1,-118.8154,36.6186,7159,2018-09,0,53,62.2,71.3
pr1,-118.8154,36.6186,7159,2018-10,2.44,42.2,49.2,56.3
pr1,-118.8154,36.6186,7159,2018-11,6.35,37.1,44.8,52.5
pr1,-118.8154,36.6186,7159,2018-12,2,31,38.5,45.9
,,,,,,,,
pr2,-118.8155,36.6211,7123,2011-01,3.46,26.7,36.5,46.3
pr2,-118.8155,36.6211,7123,2011-02,7.75,21.4,30.8,40.2
pr2,-118.8155,36.6211,7123,2011-03,13.84,24.5,33.2,41.8
pr2,-118.8155,36.6211,7123,2011-04,2.51,29.5,39,48.5
pr2,-118.8155,36.6211,7123,2011-05,3.13,32.4,41.7,51
pr2,-118.8155,36.6211,7123,2011-06,0.9,43.2,52.7,62.2
pr2,-118.8155,36.6211,7123,2011-07,1.07,53.5,62.9,72.2
pr2,-118.8155,36.6211,7123,2011-08,0.12,55.5,65.3,75
pr2,-118.8155,36.6211,7123,2011-09,0.71,52.6,62,71.4
pr2,-118.8155,36.6211,7123,2011-10,3.41,44,52.2,60.4
pr2,-118.8155,36.6211,7123,2011-11,2.47,31.2,39,46.8
pr2,-118.8155,36.6211,7123,2011-12,0,29.9,36.9,43.8
pr2,-118.8155,36.6211,7123,2012-01,7.27,30.2,40.1,49.9
pr2,-118.8155,36.6211,7123,2012-02,2.01,25.4,34.6,43.7
pr2,-118.8155,36.6211,7123,2012-03,6.06,26.1,36.2,46.2
pr2,-118.8155,36.6211,7123,2012-04,6.82,32.2,41.7,51.2
pr2,-118.8155,36.6211,7123,2012-05,0.13,40.4,51.2,61.9
pr2,-118.8155,36.6211,7123,2012-06,0.14,47.2,58,68.7
pr2,-118.8155,36.6211,7123,2012-07,0.02,53.9,64.2,74.4
pr2,-118.8155,36.6211,7123,2012-08,0.08,57.4,68.3,79.1
pr2,-118.8155,36.6211,7123,2012-09,0,52.5,62.9,73.4
pr2,-118.8155,36.6211,7123,2012-10,0.89,43.8,51.5,59.3
pr2,-118.8155,36.6211,7123,2012-11,3.25,35.3,42.8,50.4
pr2,-118.8155,36.6211,7123,2012-12,11.15,24.9,31.8,38.7
pr2,-118.8155,36.6211,7123,2013-01,2.33,19,29.3,39.6
pr2,-118.8155,36.6211,7123,2013-02,1.06,21.6,31.6,41.7
pr2,-118.8155,36.6211,7123,2013-03,1.16,30.6,40.5,50.5
pr2,-118.8155,36.6211,7123,2013-04,1.03,34.3,44.2,54.1
pr2,-118.8155,36.6211,7123,2013-05,1.17,40.5,50,59.4
pr2,-118.8155,36.6211,7123,2013-06,0.01,50,60.5,71.1
pr2,-118.8155,36.6211,7123,2013-07,0.36,56.8,67.5,78.2
pr2,-118.8155,36.6211,7123,2013-08,0.19,51.8,63.2,74.5
pr2,-118.8155,36.6211,7123,2013-09,0.19,47.2,57.9,68.6
pr2,-118.8155,36.6211,7123,2013-10,1.11,39.9,48.3,56.8
pr2,-118.8155,36.6211,7123,2013-11,0.56,34.9,42.8,50.7
pr2,-118.8155,36.6211,7123,2013-12,1.09,30.3,37.7,45.1
pr2,-118.8155,36.6211,7123,2014-01,1.26,33,42.6,52.5
pr2,-118.8155,36.6211,7123,2014-02,4.27,29.5,37.8,46.4
pr2,-118.8155,36.6211,7123,2014-03,4.88,31.1,40.2,49.2
pr2,-118.8155,36.6211,7123,2014-04,4.14,33.8,43.4,53
pr2,-118.8155,36.6211,7123,2014-05,1.14,39.8,49.9,60
pr2,-118.8155,36.6211,7123,2014-06,0,51,60.8,70.5
pr2,-118.8155,36.6211,7123,2014-07,0.19,56.1,67,77.7
pr2,-118.8155,36.6211,7123,2014-08,0.2,52.1,63.2,74.1
pr2,-118.8155,36.6211,7123,2014-09,0.74,50.8,60.8,70.6
pr2,-118.8155,36.6211,7123,2014-10,0,46.7,55.6,64.4
pr2,-118.8155,36.6211,7123,2014-11,2.72,35.5,43.3,51.5
pr2,-118.8155,36.6211,7123,2014-12,6.65,28.8,35.7,42.6
pr2,-118.8155,36.6211,7123,2015-01,0.21,30.1,39.3,48.4
pr2,-118.8155,36.6211,7123,2015-02,5.06,34.3,43.4,52.6
pr2,-118.8155,36.6211,7123,2015-03,0.51,36,44.3,52.6
pr2,-118.8155,36.6211,7123,2015-04,1.63,33,42.4,51.8
pr2,-118.8155,36.6211,7123,2015-05,1.4,35.3,44.3,53.4
pr2,-118.8155,36.6211,7123,2015-06,0.74,50.4,61.2,71.9
pr2,-118.8155,36.6211,7123,2015-07,2.24,51,61.3,71.5
pr2,-118.8155,36.6211,7123,2015-08,0,54.5,65,75.4
pr2,-118.8155,36.6211,7123,2015-09,0.13,51.4,61.1,70.8
pr2,-118.8155,36.6211,7123,2015-10,1.72,43.7,52,60.3
pr2,-118.8155,36.6211,7123,2015-11,4.98,28,36.3,44.5
pr2,-118.8155,36.6211,7123,2015-12,6.61,23.8,31.2,38.7
pr2,-118.8155,36.6211,7123,2016-01,9.1,22.4,32,41.7
pr2,-118.8155,36.6211,7123,2016-02,4.49,28.5,39.3,50.1
pr2,-118.8155,36.6211,7123,2016-03,6.44,29.9,38.9,48
pr2,-118.8155,36.6211,7123,2016-04,2.69,35.1,43.4,51.8
pr2,-118.8155,36.6211,7123,2016-05,1.08,38.5,47,55.4
pr2,-118.8155,36.6211,7123,2016-06,0.28,53.1,62.4,71.6
pr2,-118.8155,36.6211,7123,2016-07,0,57.5,67.3,77
pr2,-118.8155,36.6211,7123,2016-08,0,56.3,66.1,75.9
pr2,-118.8155,36.6211,7123,2016-09,0,47.8,58.2,68.5
pr2,-118.8155,36.6211,7123,2016-10,3.76,40.5,49.7,58.9
pr2,-118.8155,36.6211,7123,2016-11,2.09,35.9,43.7,51.6
pr2,-118.8155,36.6211,7123,2016-12,8.99,27.5,34.9,42.3
pr2,-118.8155,36.6211,7123,2017-01,28.93,21.5,29.4,37.3
pr2,-118.8155,36.6211,7123,2017-02,13.77,26.9,34.4,42
pr2,-118.8155,36.6211,7123,2017-03,4.09,32,41.2,50.4
pr2,-118.8155,36.6211,7123,2017-04,5.35,33.1,41.5,49.9
pr2,-118.8155,36.6211,7123,2017-05,0.66,40.5,50.5,60.5
pr2,-118.8155,36.6211,7123,2017-06,0.31,51,60.9,70.7
pr2,-118.8155,36.6211,7123,2017-07,0.03,58.3,68.5,78.7
pr2,-118.8155,36.6211,7123,2017-08,0.24,56.1,66.5,76.8
pr2,-118.8155,36.6211,7123,2017-09,0.67,47.1,57.1,67
pr2,-118.8155,36.6211,7123,2017-10,0.2,42.5,52.5,62.5
pr2,-118.8155,36.6211,7123,2017-11,3.76,37.1,45.4,53.8
pr2,-118.8155,36.6211,7123,2017-12,0.14,33.8,42.2,50.6
pr2,-118.8155,36.6211,7123,2018-01,4.31,30.1,39.4,48.8
pr2,-118.8155,36.6211,7123,2018-02,1.02,26.6,35.8,45.1
pr2,-118.8155,36.6211,7123,2018-03,16.29,24.9,33.9,43
pr2,-118.8155,36.6211,7123,2018-04,3.9,34.8,44,53.3
pr2,-118.8155,36.6211,7123,2018-05,0.59,40.4,48.7,57
pr2,-118.8155,36.6211,7123,2018-06,0,49.5,59.6,69.7
pr2,-118.8155,36.6211,7123,2018-07,0.65,56.7,67.4,78.1
pr2,-118.8155,36.6211,7123,2018-08,0,53.8,64.9,76
pr2,-118.8155,36.6211,7123,2018-09,0,51.2,61.3,71.3
pr2,-118.8155,36.6211,7123,2018-10,2.37,40.6,48.6,56.6
pr2,-118.8155,36.6211,7123,2018-11,6.39,36.4,44.4,52.3
pr2,-118.8155,36.6211,7123,2018-12,2,30.5,38,45.4
,,,,,,,,
pr3,-118.8123,36.6185,7467,2011-01,3.46,24.8,35.8,46.8
pr3,-118.8123,36.6185,7467,2011-02,7.76,19.4,29.1,38.8
pr3,-118.8123,36.6185,7467,2011-03,13.87,23.7,32.6,41.5
pr3,-118.8123,36.6185,7467,2011-04,2.67,29.3,38.3,47.3
pr3,-118.8123,36.6185,7467,2011-05,3.28,32.5,41.1,49.8
pr3,-118.8123,36.6185,7467,2011-06,1.04,41.7,51.4,61
pr3,-118.8123,36.6185,7467,2011-07,1.12,54.4,62.8,71.1
pr3,-118.8123,36.6185,7467,2011-08,0.12,57,65.5,74.1
pr3,-118.8123,36.6185,7467,2011-09,0.72,54,62.2,70.4
pr3,-118.8123,36.6185,7467,2011-10,3.41,45.4,52.4,59.4
pr3,-118.8123,36.6185,7467,2011-11,2.43,32.6,39.8,47.1
pr3,-118.8123,36.6185,7467,2011-12,0,30.8,37.3,43.8
pr3,-118.8123,36.6185,7467,2012-01,7.24,28.7,40,51.4
pr3,-118.8123,36.6185,7467,2012-02,1.99,23.9,33.2,42.5
pr3,-118.8123,36.6185,7467,2012-03,6.06,25.7,36,46.2
pr3,-118.8123,36.6185,7467,2012-04,6.94,32,41,50.1
pr3,-118.8123,36.6185,7467,2012-05,0.14,40.5,50.7,60.8
pr3,-118.8123,36.6185,7467,2012-06,0.14,45.7,56.7,67.7
pr3,-118.8123,36.6185,7467,2012-07,0,55,64.2,73.3
pr3,-118.8123,36.6185,7467,2012-08,0.08,58.9,68.6,78.3
pr3,-118.8123,36.6185,7467,2012-09,0,53.8,63.2,72.5
pr3,-118.8123,36.6185,7467,2012-10,0.93,45.1,51.7,58.2
pr3,-118.8123,36.6185,7467,2012-11,3.23,36.7,43.8,50.8
pr3,-118.8123,36.6185,7467,2012-12,11.16,25.7,32.5,39.3
pr3,-118.8123,36.6185,7467,2013-01,2.34,16.9,28.7,40.5
pr3,-118.8123,36.6185,7467,2013-02,1.06,19.7,30.2,40.7
pr3,-118.8123,36.6185,7467,2013-03,1.15,29.7,40.1,50.5
pr3,-118.8123,36.6185,7467,2013-04,1.07,33.5,43.2,52.9
pr3,-118.8123,36.6185,7467,2013-05,1.3,40.7,49.5,58.3
pr3,-118.8123,36.6185,7467,2013-06,0.01,48.5,59.3,70
pr3,-118.8123,36.6185,7467,2013-07,0.36,58.2,67.6,77
pr3,-118.8123,36.6185,7467,2013-08,0.19,53.2,63.4,73.6
pr3,-118.8123,36.6185,7467,2013-09,0.21,48.7,58.1,67.6
